StudyID,Beta ID,Publication,Pubyear,Experimental site,Experimental coordinate,Latitude,Latitude_Subgroup,Longitude,Longitude_Subgroup,MAPmean,MAPmean_Subgroup,MATmean,MATmean_Subgroup,,Pre-crop types,Sub-crop types,Sub-crop types,,Pre-Class,Sub-Class,Class,,Family,LegumeNonlegume,AMnonAM,C3C4,Annual_Pere,PlantConsistent,PlantStageSubgroup,Bulk_Rhizosphere,Soil_texture,Tillage,Straw_retention,Fertilizer,RotationcyclesSubgroup,DurationSubgroup,,Rotation_cycles,Species_Richness,SpeciesRichnessSubgroup,Duration,BacterialPrimer,Primer,,Variable,Methods,Xc,Sc,Xe,Se,Nc,Ne,RR,Vi,,,,,pHCK,RRpH,,SOCCK,RRSOC,,TCCK,RRTOC,,TNCK,RRTN,,NO3CK,RRNO3,,NH4CK,RRNH4,,APCK,RRAP,,AKCK,RRAK,,ANCK,RRAN,,YieldCK,RRYield
118,118D,"Wang et al., 2023 (e)",2023,Anren County in the province of Hunan,"26°41'N, 113°17'E",26.683333,La20-40,113.283333,Lo-0-180,120.25,MAP1200,18.05833435,MAT15,,Rice,"Tobacco, Rice",Tobacco,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Solanaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Harvest,Rhizosphere,Coarse,Unknow,Unknow,Fertilizer,D10,D20-30,,22,2,R2,22,V4-V5,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,NA,NA,0.878287819,0.128073529,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
118,118E,"Wang et al., 2023 (e)",2023,Anren County in the province of Hunan,"26°41'N, 113°17'E",26.683333,La20-40,113.283333,Lo-0-180,120.25,MAP1200,18.05833435,MAT15,,Rice,"Rice, Oillseed rape",Rapeseed,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Brassicaceae,Non-legume to Non-legume,AM to nonAM,C3 to C3,Annual to Annual,Consistent,Harvest,Rhizosphere,Coarse,Unknow,Unknow,Fertilizer,D10,D20-30,,22,2,R2,22,V4-V5,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,NA,NA,0.806371602,0.17704325,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
118,118F,"Wang et al., 2023 (e)",2023,Anren County in the province of Hunan,"26°41'N, 113°17'E",26.683333,La20-40,113.283333,Lo-0-180,120.25,MAP1200,18.05833435,MAT15,,Rice,"Rice, Rice, Oillseed rape",Rapeseed,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Brassicaceae,Non-legume to Non-legume,AM to nonAM,C3 to C3,Annual to Annual,Consistent,Harvest,Rhizosphere,Coarse,Unknow,Unknow,Fertilizer,D10,D20-30,,22,2,R2,22,V4-V5,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,NA,NA,0.868475589,0.167041904,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
127,127E,"Yang et al., 2023",2023,Linze Inland River Basin Research Station,"39°21_N, 100°11_E",39.35,La20-40,100.183333,Lo-0-180,13.91666698,MAP600,7.258333206,MAT8,,Maize,"Maize, Common vetch",Common vetch,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Coarse,Unknow,Retention,Fertilizer,D1-3,D5-10,,3,2,R2,6,V3-V4,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,3,3,-0.121901695,0.029934609,,,,,8.84211,-0.008968965,,0.288987209,0.258943869,,NA,NA,,0.044876,0.222039457,,NA,NA,,NA,NA,,57.9137,-0.45643338,,139.631,0.113886633,,33.1975,-0.175217997,,NA,NA
127,127F,"Yang et al., 2023",2023,Linze Inland River Basin Research Station,"39°21_N, 100°11_E",39.35,La20-40,100.183333,Lo-0-180,13.91666698,MAP600,7.258333206,MAT8,,Maize,"Common vetch, Maize, Maize",Common vetch,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Coarse,Unknow,Retention,Fertilizer,D1-3,D5-10,,2,2,R2,6,V3-V4,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,3,3,-0.365221436,0.018912573,,,,,8.84211,0.008888117,,0.288987209,0.13209693,,NA,NA,,0.044876,0.124512774,,NA,NA,,NA,NA,,57.9137,0.128080674,,139.631,0.019657837,,33.1975,-0.013324312,,NA,NA
127,127G,"Yang et al., 2023",2023,Linze Inland River Basin Research Station,"39°21_N, 100°11_E",39.35,La20-40,100.183333,Lo-0-180,13.91666698,MAP600,7.258333206,MAT8,,Common vetch,"Maize, Common vetch",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Inconsistent,Harvest,Non-Rhizosphere,Coarse,Unknow,Retention,Fertilizer,D1-3,D5-10,,3,2,R2,6,V3-V4,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,3,3,0.957141511,0.034398429,,,,,8.96053,-0.022272807,,0.423510465,-0.123251927,,NA,NA,,0.0604959,-0.076633007,,NA,NA,,NA,NA,,6.83453,1.680532887,,128.331,0.198276998,,35.3541,-0.238157794,,NA,NA
127,127H,"Yang et al., 2023",2023,Linze Inland River Basin Research Station,"39°21_N, 100°11_E",39.35,La20-40,100.183333,Lo-0-180,13.91666698,MAP600,7.258333206,MAT8,,Common vetch,"Common vetch, Maize, Maize",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Inconsistent,Harvest,Non-Rhizosphere,Coarse,Unknow,Retention,Fertilizer,D1-3,D5-10,,2,2,R2,6,V3-V4,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,3,3,0.71382177,0.023376393,,,,,8.96053,-0.004415724,,0.423510465,-0.250098866,,NA,NA,,0.0604959,-0.17415969,,NA,NA,,NA,NA,,6.83453,2.265046942,,128.331,0.104048203,,35.3541,-0.076264109,,NA,NA
129,129B,"Yu et al., 2024",2024,"Lianhua village, situated in Quzhou, Zhejiang province, China","29°3_19__N, 119°0_24__E",29.055278,La20-40,119.006667,Lo-0-180,127.75,MAP1200,17.56666756,MAT15,,Rice,"Sedum alfredii, rice",Sedum alfredii,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Crassulaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Perennial,Consistent,Harvest,Non-Rhizosphere,Unknow,Unknow,Unknow,Fertilizer,D1-3,D5,,3,2,R2,3,V4-V5,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,3,3,-0.127243453,0.023795681,,,,,5.31646,0.174351958,,1.297098837,0.440313067,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,7.67,0.146484942
130,130A,"Yuan et al., 2021",2021,"Hainan WanZhong Co., Ltd. in Jianfeng town, Ledong County, Hainan Province, China","18°38_N, 108°45_E",18.633333,La20,108.75,Lo-0-180,103.8333359,MAP1200,25.50833321,MAT15,,Banana,"Pineapple, banana",Pineapple,,Liliopsida,Liliopsida,Liliopsida to Liliopsida,,Musaceae to Bromeliaceae,Non-legume to Non-legume,AM to nonAM,C3 to C3,Perennial to Perennial,Consistent,Unknow,Non-Rhizosphere,Coarse,Unknow,Unknow,Unknow,D1,D5,,1,2,R2,2,NA,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,NA,NA,-1.460137831,0.045605926,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
130,130B,"Yuan et al., 2021",2021,"Hainan WanZhong Co., Ltd. in Jianfeng town, Ledong County, Hainan Province, China","18°38_N, 108°45_E",18.633333,La20,108.75,Lo-0-180,103.8333359,MAP1200,25.50833321,MAT15,,Banana,"Pineapple, banana",Pineapple,,Liliopsida,Liliopsida,Liliopsida to Liliopsida,,Musaceae to Bromeliaceae,Non-legume to Non-legume,AM to nonAM,C3 to C3,Perennial to Perennial,Consistent,Unknow,Rhizosphere,Coarse,Unknow,Unknow,Unknow,D1,D5,,1,2,R2,2,NA,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,NA,NA,-1.002293129,0.040226815,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
130,130C,"Yuan et al., 2021",2021,"Hainan WanZhong Co., Ltd. in Jianfeng town, Ledong County, Hainan Province, China","18°38_N, 108°45_E",18.633333,La20,108.75,Lo-0-180,103.8333359,MAP1200,25.50833321,MAT15,,Banana,"Pineapple, banana",Pineapple,,Liliopsida,Liliopsida,Liliopsida to Liliopsida,,Musaceae to Bromeliaceae,Non-legume to Non-legume,AM to nonAM,C3 to C3,Perennial to Perennial,Consistent,Unknow,Rhizosphere,Coarse,Unknow,Unknow,Unknow,D1,D5,,1,2,R2,2,NA,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,NA,NA,0.114715423,0.039267389,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
131,131G,"Zhang et al., 2023 (a)",2023,"Anreng County, Hunan Province, China","26°41’N, 113°17’E",26.683333,La20-40,113.283333,Lo-0-180,120.25,MAP1200,18.05833435,MAT15,,Rice,"Tobacco, Rice",Tobacco,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Solanaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Maturity stage,Non-Rhizosphere,Coarse,Unknow,Unknow,Fertilizer,D10,D20-30,,22,2,R2,22,V4-V5,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,3,3,0.617545611,0.12696986,,,,,5.0244928,0.027640219,,1.468639535,0.32308622,,NA,NA,,0.1767,0.470145102,,9.27743,0.256254845,,20.3682,-0.797524075,,23.5577,1.151604079,,NA,NA,,NA,NA,,NA,NA
131,131H,"Zhang et al., 2023 (a)",2023,"Anreng County, Hunan Province, China","26°41’N, 113°17’E",26.683333,La20-40,113.283333,Lo-0-180,120.25,MAP1200,18.05833435,MAT15,,Rice,"Rice, Oillseed rape",Rapeseed,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Brassicaceae,Non-legume to Non-legume,AM to nonAM,C3 to C3,Annual to Annual,Consistent,Maturity stage,Non-Rhizosphere,Coarse,Unknow,Unknow,Fertilizer,D10,D20-30,,22,2,R2,22,V4-V5,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,3,3,0.135760005,0.169570813,,,,,5.0244928,0.062467253,,1.468639535,0.302558633,,NA,NA,,0.1767,0.398897655,,9.27743,-0.242640537,,20.3682,-0.384708161,,23.5577,0.693147181,,NA,NA,,NA,NA,,NA,NA
131,131I,"Zhang et al., 2023 (a)",2023,"Anreng County, Hunan Province, China","26°41’N, 113°17’E",26.683333,La20-40,113.283333,Lo-0-180,120.25,MAP1200,18.05833435,MAT15,,Rice,"Rice, Rice, Oillseed rape",Rapeseed,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Brassicaceae,Non-legume to Non-legume,AM to nonAM,C3 to C3,Annual to Annual,Consistent,Maturity stage,Non-Rhizosphere,Coarse,Unknow,Unknow,Fertilizer,D10,D20-30,,22,2,R2,22,V4-V5,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,3,3,0.682801552,0.071440118,,,,,5.0244928,-0.005622392,,1.468639535,0.308653706,,NA,NA,,0.1767,0.414314723,,9.27743,0.552352091,,20.3682,-0.278620825,,23.5577,1.084912566,,NA,NA,,NA,NA,,NA,NA
131,131J,"Zhang et al., 2023 (a)",2023,"Anreng County, Hunan Province, China","26°41’N, 113°17’E",26.683333,La20-40,113.283333,Lo-0-180,120.25,MAP1200,18.05833435,MAT15,,Rice,"Tobacco, Rice",Tobacco,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Solanaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Maturity stage,Non-Rhizosphere,Coarse,Unknow,Unknow,Fertilizer,D10,D20-30,,22,2,R2,22,V4-V5,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,3,3,1.365985345,0.103519185,,,,,5.292038,0.054373919,,0.633290698,0.436278867,,NA,NA,,0.112973,0.747731858,,7.68225,-0.180485501,,28.8979,-1.487674438,,16.8269,1.189586134,,NA,NA,,NA,NA,,NA,NA
131,131K,"Zhang et al., 2023 (a)",2023,"Anreng County, Hunan Province, China","26°41’N, 113°17’E",26.683333,La20-40,113.283333,Lo-0-180,120.25,MAP1200,18.05833435,MAT15,,Rice,"Rice, Oillseed rape",Rapeseed,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Brassicaceae,Non-legume to Non-legume,AM to nonAM,C3 to C3,Annual to Annual,Consistent,Maturity stage,Non-Rhizosphere,Coarse,Unknow,Unknow,Fertilizer,D10,D20-30,,22,2,R2,22,V4-V5,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,3,3,1.149773388,0.077538462,,,,,5.292038,0.015839907,,0.633290698,0.708240277,,NA,NA,,0.112973,0.559202203,,7.68225,-1.332020191,,28.8979,-1.689697499,,16.8269,0.182322547,,NA,NA,,NA,NA,,NA,NA
131,131L,"Zhang et al., 2023 (a)",2023,"Anreng County, Hunan Province, China","26°41’N, 113°17’E",26.683333,La20-40,113.283333,Lo-0-180,120.25,MAP1200,18.05833435,MAT15,,Rice,"Rice, Rice, Oillseed rape",Rapeseed,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Brassicaceae,Non-legume to Non-legume,AM to nonAM,C3 to C3,Annual to Annual,Consistent,Maturity stage,Non-Rhizosphere,Coarse,Unknow,Unknow,Fertilizer,D10,D20-30,,22,2,R2,22,V4-V5,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,3,3,0.974669898,0.128353989,,,,,5.292038,0.069381803,,0.633290698,0.317971219,,NA,NA,,0.112973,0.163974412,,7.68225,0.113712149,,28.8979,-1.078673898,,16.8269,0.182322547,,NA,NA,,NA,NA,,NA,NA
133,133A,"Zhang et al., 2024 (a)",2024,"Sijian Village, Chengxi Town, Changchun City, central Jilin Province","125°26.83_E, 44°30.77_N",44.512833,La40,125.447167,Lo-0-180,45.33333206,MAP600,5.041666985,MAT8,,Maize,"Maize, Soybean",Soybean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Maturity stage,Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D5-10,D10-20,,6,2,R2,12,NA,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,5,5,0.20929324,0.032960011,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
134,134G,"Zhang et al., 2024 (b)",2024,"Haladao Village, Tongyu County, Jilin Province","44.50°N, 126.35°E ",44.5,La40,126.35,Lo-0-180,49.33333206,MAP600,4.175000191,MAT8,,Maize,"Maize, Peanut, Millet","Peanut, Millet",,Liliopsida,Multiple,Liliopsida to Multiple,,Poaceae to Multiple,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Inconsistent,Maturity stage,Non-Rhizosphere,Coarse,Unknow,Unknow,Fertilizer,D1,D5,,1,3,R3,3,V3-V4,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,3,3,0.514200968,0.005784511,,,,,8.599831579,-0.011457285,,0.772540698,0.139313241,,NA,NA,,0.0847751,-0.089611679,,NA,NA,,NA,NA,,4.54219,0.369389144,,96.0298,-0.015498036,,51.9911,-0.012353087,,NA,NA
134,134H,"Zhang et al., 2024 (b)",2024,"Haladao Village, Tongyu County, Jilin Province","44.50°N, 126.35°E ",44.5,La40,126.35,Lo-0-180,49.33333206,MAP600,4.175000191,MAT8,,Maize,"Peanut, Maize,  Millet","Peanut, Millet",,Liliopsida,Multiple,Liliopsida to Multiple,,Poaceae to Multiple,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Maturity stage,Non-Rhizosphere,Coarse,Unknow,Unknow,Fertilizer,D1,D5,,1,3,R3,3,V3-V4,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,3,3,0.424875211,0.005699435,,,,,8.599831579,-0.017346992,,0.772540698,0.152677773,,NA,NA,,0.0847751,-0.121361085,,NA,NA,,NA,NA,,4.54219,0.191055141,,96.0298,-0.140358185,,51.9911,0.31045455,,NA,NA
134,134I,"Zhang et al., 2024 (b)",2024,"Haladao Village, Tongyu County, Jilin Province","44.50°N, 126.35°E ",44.5,La40,126.35,Lo-0-180,49.33333206,MAP600,4.175000191,MAT8,,Maize,"Millet, Maize, Peanut","Peanut, Millet",,Liliopsida,Multiple,Liliopsida to Multiple,,Poaceae to Multiple,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Inconsistent,Maturity stage,Non-Rhizosphere,Coarse,Unknow,Unknow,Fertilizer,D1,D5,,1,3,R3,3,V3-V4,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,3,3,0.607144384,0.005286743,,,,,8.599831579,0.001802571,,0.772540698,0.17021742,,NA,NA,,0.0847751,-0.033198478,,NA,NA,,NA,NA,,4.54219,0.805757578,,96.0298,0.436861987,,51.9911,0.083247731,,NA,NA
134,134J,"Zhang et al., 2024 (b)",2024,"Haladao Village, Tongyu County, Jilin Province","44.50°N, 126.35°E ",44.5,La40,126.35,Lo-0-180,49.33333206,MAP600,4.175000191,MAT8,,Maize,"Maize, Peanut, Millet","Peanut, Millet",,Liliopsida,Multiple,Liliopsida to Multiple,,Poaceae to Multiple,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Inconsistent,Maturity stage,Non-Rhizosphere,Coarse,Unknow,Unknow,Fertilizer,D1,D5,,1,3,R3,3,V3-V4,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,3,3,0.463134414,0.006079995,,,,,8.661105263,-0.009094407,,0.756610465,0.025978048,,NA,NA,,0.0719723,0,,NA,NA,,NA,NA,,3.58125,0.087664334,,54.1881,-0.02763337,,73.2658,-0.294673783,,NA,NA
134,134K,"Zhang et al., 2024 (b)",2024,"Haladao Village, Tongyu County, Jilin Province","44.50°N, 126.35°E ",44.5,La40,126.35,Lo-0-180,49.33333206,MAP600,4.175000191,MAT8,,Maize,"Peanut, Maize,  Millet","Peanut, Millet",,Liliopsida,Multiple,Liliopsida to Multiple,,Poaceae to Multiple,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Maturity stage,Non-Rhizosphere,Coarse,Unknow,Unknow,Fertilizer,D1,D5,,1,3,R3,3,V3-V4,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,3,3,0.592563053,0.006263369,,,,,8.661105263,-0.021828511,,0.756610465,-0.032091572,,NA,NA,,0.0719723,0.10919934,,NA,NA,,NA,NA,,3.58125,0.237697373,,54.1881,0.42455714,,73.2658,-0.188764913,,NA,NA
134,134L,"Zhang et al., 2024 (b)",2024,"Haladao Village, Tongyu County, Jilin Province","44.50°N, 126.35°E ",44.5,La40,126.35,Lo-0-180,49.33333206,MAP600,4.175000191,MAT8,,Maize,"Millet, Maize, Peanut","Peanut, Millet",,Liliopsida,Multiple,Liliopsida to Multiple,,Poaceae to Multiple,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Inconsistent,Maturity stage,Non-Rhizosphere,Coarse,Unknow,Unknow,Fertilizer,D1,D5,,1,3,R3,3,V3-V4,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,3,3,0.478257088,0.005841873,,,,,8.661105263,-0.002935741,,0.756610465,0.12361199,,NA,NA,,0.0719723,0.051533288,,NA,NA,,NA,NA,,3.58125,0.867474096,,54.1881,0.251632816,,73.2658,-0.235677103,,NA,NA
137,137C,"Zhao et al., 2023",2023,"Huaiqiao town, Handan city, Hebei Province, China","36°47_N, 115°10_E",36.783333,La20-40,115.166667,Lo-0-180,42.91666794,MAP600,13.27499962,MAT8-15,,Cotton,"Maize, Maize, Cotton",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Malvaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Reproductive stage,Rhizosphere,Medium,Unknow,No_retention,Fertilizer,D1,D5,,1,2,R2,3,V4,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,3,3,-0.066189698,0.093543457,,,,,8.561775439,0.014400915,,0.400820736,-0.359604084,,NA,NA,,NA,NA,,21.77683333,0.153947079,,13.23656667,-0.161899181,,0.670479333,0.255146177,,0.204415667,-0.9435833,,NA,NA,,NA,NA
137,137D,"Zhao et al., 2023",2023,"Huaiqiao town, Handan city, Hebei Province, China","36°47_N, 115°10_E",36.783333,La20-40,115.166667,Lo-0-180,42.91666794,MAP600,13.27499962,MAT8-15,,Cotton,"Maize, Broccoli, Cotton","Maize, Broccoli",,Magnoliopsida,Multiple,Magnoliopsida to Multiple,,Malvaceae to Multiple,Non-legume to Non-legume,AM to nonAM,C3 to C4,Annual to Annual,Consistent,Reproductive stage,Rhizosphere,Medium,Unknow,Retention,Fertilizer,D1,D5,,1,3,R3,3,V4,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,3,3,0.254508671,0.116563279,,,,,8.561775439,0.009178252,,0.400820736,0.043208448,,NA,NA,,NA,NA,,21.77683333,0.104965829,,13.23656667,-0.24241855,,0.670479333,-0.02265204,,0.204415667,-0.833744078,,NA,NA,,NA,NA
A29,A29A,"Fan et al., 2022",2022,"Lishui, Zhejiang Province","28°28_N, 119°76_E",28.46667,La20-40,120.26667,Lo-0-180,166.4166718,MAP1200,11.36666679,MAT8-15,,Tea,"Strawberries, Tea",Strawberries,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Theaceae to Rosaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Perennial to Perennial,Consistent,Unknow,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D1,D5,,1,2,R2,2,V4,ITS1,,Bacterial Richness,Bacterial Richness,2734.51,50.34,3331.78,62.51,4,4,-1.375679324,0.102644374,,,,,4.03,0.083282348,,2.152,-0.469260411,,NA,NA,,0.238,-0.204412515,,33.51,0.467089809,,15.8,0.903551706,,NA,NA,,NA,NA,,NA,NA,,NA,NA
52,52A,"Li et al., 2023 (a)",2023,"Zhaodong City, Heilongjiang Province, China","125°45_E, 46°12_N",46.2,La40,125.75,Lo-0-180,40,MAP600,3.891666651,MAT8,,Alfalfa,"Alfalfa, Oat, Tall wheatgrass","Oat, Tall wheatgrass",,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C3,Perennial to Annual,Consistent,Harvest,Non-Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D3-5,D10-20,,4,3,R3,12,NA,ITS1,,Fungal Richness,Fungal Richness,233.99,23.399,342.4,34.24,3,3,-0.453127723,0.223443917,,,,,8.389473684,-0.013897886,,2.829466357,0.043524367,,NA,NA,,2.11,0.018779895,,NA,NA,,NA,NA,,49.16,0.175142335,,43.61,0.16842897,,NA,NA,,NA,NA
52,52B,"Li et al., 2023 (a)",2023,"Zhaodong City, Heilongjiang Province, China","125°45_E, 46°12_N",46.2,La40,125.75,Lo-0-180,40,MAP600,3.891666651,MAT8,,Alfalfa,"Alfalfa, Oat, Tall wheatgrass","Oat, Tall wheatgrass",,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C3,Perennial to Annual,Consistent,Harvest,Non-Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D3-5,D10-20,,4,3,R3,12,NA,ITS1,,Fungal Shannon,Fungal Shannon,3.02,0.302,3.06,0.306,3,3,0.207937856,0.187131351,,,,,8.315789474,-0.026941976,,2.843387471,-0.153368992,,NA,NA,,2.74,-0.128331173,,NA,NA,,NA,NA,,61.95,-0.169140051,,50.01,-0.187011602,,NA,NA,,NA,NA
54,54A,"Li et al., 2022 (a)",2022,"Yishui County, Linyi City, Shandong Province, China","35°40_05_N, 118°42_45_E",35.66806,La20-40,118.7125,Lo-0-180,68.41666412,MAP600-1200,12.375,MAT8-15,,Peanut,"Rape, Peanut, Winter wheat, Summer Maize","Rape, Wheat, Maize",,Magnoliopsida,Multiple,Magnoliopsida to Multiple,,Fabaceae to Multiple,Legume to Non-legume,AM to nonAM,C3 to C4,Annual to Annual,Consistent,Unknow,Rhizosphere,Unknow,Unknow,Unknow,Fertilizer,D5-10,D5-10,,10,4,R4,10,V3-V4,ITS1,,Bacterial ACE,Bacterial Richness,2451.16,262.2668668,1974.44,239.8295407,6,6,1.059927932,0.034138902,,,,,NA,NA,,0.487209302,-0.584688843,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,0.0784,-1.604348843,,261.63,-1.007072329,,55.81,-0.435106336,,NA,NA
55,55B,"Li et al., 2023 (b)",2023,"Zhangbei Agricultural Resource and Ecological Environment Key Field Research Station, Ministry of Agriculture and Rural Affairs, Zhangjiakou, Hebei, China","41°09’N, 114°42’E",41.15,La40,114.7,Lo-0-180,33.08333206,MAP600,4.675000191,MAT8,,Potato,"Potato, Maize",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Solanaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D1-3,D5-10,,3,2,R2,6,V3-V4,ITS1,,Fungal Beta,Fungal Beta,NA,NA,NA,NA,NA,NA,0.629735658,0.014557763,,,,,7.73,0.0179492,,1.208139535,0.03684876,,NA,NA,,0.122,0.032260862,,NA,NA,,NA,NA,,50.59,-0.381056984,,NA,NA,,109.13,0.015998887,,NA,NA
57,57A,"Li et al., 2024 (b)",2024,"Hulan Campus of Heilongjiang University in Harbin, Heilongjiang Province, northeastern China","46°0_N, 126°38_E",46,La40,126.63333,Lo-0-180,44.41666794,MAP600,4.158333302,MAT8,,Sugar beet,"Maize, Sugar beet",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Amaranthaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Perennial to Annual,Consistent,Unknow,Rhizosphere,Medium,Unknow,Unknow,Unknow,D1,D5,,1,2,R2,2,V3-V4,ITS1,,Bacterial Beta,Bacterial Beta,NA,NA,NA,NA,NA,NA,0.424349069,0.003446342,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
